id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
8133	only	I have made up my mind. I am getting a tattoo.__eou__Really? Are you sure?__eou__Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Yeah but, it is something that you will have forever! They use indelible ink that can be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Really?	-91.65236377716064	-98.52402973175049	-2.0367191950480144	-2.2391824939034204	45	44	-4.558712005615234	-4.431733131408691	-0.7597853342692057	-0.7386221885681152	6	6	-210.9767942428589	-217.7214813232422	-1.9006918400257558	-1.9792861938476562	111	110	True
8147	only	Did you hear what happened in the Scott case? Some of the sensitive material were leaked to the press. Now every newspapers is all over it.__eou__Oh ... I bet the firm is fuming. Do they know who spilled the beans?	I'm sure they have their suspicions; there were only a few of the senior level layers who were privy to the case details.	I'm sure they have their suspicions; there were a few of the senior level layers who were privy to the case details.	What kind of repercussions will there be for the people who are held responsible?	-67.19060134887695	-68.30183792114258	-2.1674387531895793	-2.2767279307047525	31	30	-34.42157173156738	-33.89390993118286	-1.811661670082494	-1.7838899963780452	19	19	-264.0397472381592	-264.5976643562317	-2.51466425941104	-2.5442083111176124	105	104	True
8168	only	Do you like traveling?__eou__Yes. I’Ve just come back from Scotland.__eou__Where did you visit?	I only had time to visit Edinburgh.	I had time to visit Edinburgh.	How did you like it?	-12.043541431427002	-15.672935962677002	-1.0036284526189168	-1.4248123602433638	12	11	-9.740571975708008	-9.515674591064453	-0.9740571975708008	-0.9515674591064454	10	10	-95.07781648635864	-98.48231363296509	-1.728687572479248	-1.8237465487586126	55	54	True
8171	only	Great party, isn't it?__eou__Yeah, really, jane and ted always have great parties.	This is my first, I only met jane last week. she and I teach at the same school.	This is my first, I met jane last week. she and I teach at the same school.	Oh, so you're a teacher.	-52.62131118774414	-51.59164810180664	-2.1048524475097654	-2.1496520042419434	25	24	-10.220100402832031	-10.141121864318848	-0.8516750335693359	-0.8450934886932373	12	12	-147.0956268310547	-145.97193050384521	-2.2983691692352295	-2.317014769902305	64	63	True
8280	only	I hear Jean married a business tycoon.__eou__That's true. Her husband is a fat cat.__eou__But I don't think she really loves him.	She is only after his money.	She is after his money.	If I were her, I wouldn't marry a man I don't really love.	-8.788128852844238	-8.887433052062988	-0.7989208048040216	-0.8887433052062989	11	10	-22.532541275024414	-23.14012336730957	-1.0729781559535436	-1.101910636538551	21	21	-132.80457210540771	-133.52030849456787	-1.794656379802807	-1.8290453218433955	74	73	True
8299	only	Man, they take a lot of our paycheck.__eou__Yeah, the government really takes a bit, doesn't it?	Seriously. The only tax I don't mind them taking is social security. It's only a few dollars every paycheck.	Seriously. The tax I don't mind them taking is social security. It's a few dollars every paycheck.	Yeah, I don't mind it either. We’ll both end up rich slobs and not need it, but what if we do, you know?	-59.76855754852295	-68.45714092254639	-2.1345913410186768	-2.6329669585594764	28	26	-84.860116481781	-83.55007791519165	-2.4245747566223144	-2.38714508329119	35	35	-229.91470098495483	-237.26217889785767	-2.44590107430803	-2.578936727150627	94	92	True
8312	only	Good morning, Jim!__eou__Good morning, Emma! A lovely day, isn't it?	Yes, it is. The sun is shining. There is no wind, only a pleasant breeze.	Yes, it is. The sun is shining. There is no wind, a pleasant breeze.	It is the best season for a picnic right now. Have you decided the place for your picnic?	-35.02280235290527	-36.52451133728027	-1.459283431371053	-1.588022232055664	24	23	-47.59363305568695	-46.5212607383728	-1.9830680439869564	-1.9383858640988667	24	24	-145.14287507534027	-145.54145002365112	-1.9613902037208144	-1.993718493474673	74	73	True
8326	only	Hi, how is it going?	Pretty good, Sam. Only the awful weather, you know.	Pretty good, Sam. The awful weather, you know.	That’s right. I’Ve never really liked it since I got here.	-48.4506950378418	-43.05256271362305	-2.850040884578929	-2.6907851696014404	17	16	-45.99171590805054	-46.98655128479004	-2.299585795402527	-2.349327564239502	20	20	-126.69507169723511	-122.27523422241211	-2.6394806603590646	-2.601600728136428	48	47	True
8353	only	So how long have you known Mary?	Only four days.	Four days.	Only four days! That's so short, and you seem so crazy about her.	-12.399864196777344	-9.891807556152344	-1.549983024597168	-1.4131153651646204	8	7	-37.88690376281738	-40.575926780700684	-1.8041382744198753	-1.9321869895571755	21	21	-90.9223575592041	-91.1040563583374	-2.2176184770537586	-2.277601408958435	41	40	True
8415	only	Hey, David. Where did you get the sofa? It's so beautiful. Look at the color, I really love this yellow, so bright! It must be very expensive.	Not really. To be honest, it's very cheap. I only spent $ 100.	Not really. To be honest, it's very cheap. I spent $ 100.	Are you kidding? $ 100 for this big leather sofa?	-37.09369468688965	-39.78615379333496	-1.6127693342125935	-1.80846153606068	23	22	-20.562320709228516	-20.60149383544922	-1.209548277013442	-1.2118525785558365	17	17	-176.61667823791504	-179.39706230163574	-2.207708477973938	-2.2708488898941233	80	79	True
8442	only	Hello, Lily.	Hello, Mr. Clark. You’re early for lunch. It’s only eleven o’clock.	Hello, Mr. Clark. You’re early for lunch. It’s eleven o’clock.	When I come late, there’s usually nothing left.	-45.411333084106445	-47.777299880981445	-1.8921388785044353	-2.0772739078687583	24	23	-32.46408271789551	-33.11958932876587	-2.164272181193034	-2.2079726219177247	15	15	-111.71675872802734	-114.74157381057739	-2.376952313362284	-2.494382039360378	47	46	True
8452	only	I know I’m going to bite the dust going down this hill. I almost got killed on the chair lift! This is going to be so embarrassing.__eou__Don’t worry. Everyone knows you’re getting your feet wet. I’ll show you how. I bet you’ll be proficient at this in five minutes.	This is only your second time skiing. This is definitely a case of the blind leading the blind.	This is your second time skiing. This is definitely a case of the blind leading the blind.	Relax. I can hold my own. Now, point your skis toward the bottom of the hill. Easy does it!	-42.87119102478027	-43.067819595336914	-1.7862996260325115	-1.8725138954494311	24	23	-52.17855167388916	-53.1645131111145	-1.799260402547902	-1.8332590727970517	29	29	-279.4481248855591	-280.6530976295471	-2.271935974679342	-2.3004352264716976	123	122	True
8497	only	Have you ever been in an earthquake?	Yes, I experienced one when I was in Tokyo once. The tremors only lasted a few seconds though and then it was over.	Yes, I experienced one when I was in Tokyo once. The tremors lasted a few seconds though and then it was over.	Do you know where it measured on the Richter scale?	-55.8961296081543	-57.04023361206055	-1.8031009551017516	-1.9013411204020183	31	30	-25.470646858215332	-25.236443519592285	-1.5919154286384583	-1.5772777199745178	16	16	-118.5033540725708	-119.45335483551025	-2.0085314249588273	-2.059540600612246	59	58	True
8502	only	You’re a big fan of Andy Lau, aren’t you?__eou__Yes, I’Ve been got all his albums and most of his films on DVD. I adore him. He’s my idol.__eou__How come you don’t have all of his films on DVD?	Some of his early films are hard to find nowadays, especially the ones where he only played a bit part.	Some of his early films are hard to find nowadays, especially the ones where he played a bit part.	I see. I’m sure you’ll find them one day. I see you also have several poster of him.	-36.35918712615967	-34.17595958709717	-1.398430274083064	-1.3670383834838866	26	25	-48.917202949523926	-49.01584434509277	-1.811748257389775	-1.8154016424108435	27	27	-224.39630794525146	-222.29957580566406	-1.9016636266546734	-1.8999963744073851	118	117	True
8503	only	I think that show biz stars have a really easy life. They have lots of money, so they can buy almost anything they want. They’re famous, so everyone loves them.__eou__I think they must have horrible lives. All the paparazzi take photos of them wherever they go and whatever they do. They must get sick of it.__eou__I bet they love it really. Sure, they complain about it, but that just gets them more publicity, doesn’t it?	I think that few of the show biz stars want any publicity for themselves. They only want it for their films.	I think that few of the show biz stars want any publicity for themselves. They want it for their films.	No way! They want publicity for themselves, so that they get invited to make more films, go to lots of cocktail parties, and even make albums! They have such an easy life. They don’t even pay for Drin	-50.50403118133545	-50.63171672821045	-1.8705196733827945	-1.9473737203157866	27	26	-125.56427955627441	-124.76382827758789	-2.511285591125488	-2.495276565551758	50	50	-383.50647926330566	-382.84030532836914	-2.0956638211109597	-2.103518161144885	183	182	True
