model,model_group,source_path,id,word,context,w_word,wo_word,followup,removal_log_prob_delta_per_token,removal_upper_iqr_outlier,include_context,log_prob_w_word,log_prob_wo_word,log_prob_w_word_per_token,log_prob_wo_word_per_token,w_word_token_count,wo_word_token_count,log_prob_followup_with,log_prob_followup_without,log_prob_followup_with_per_token,log_prob_followup_without_per_token,followup_token_count_with,followup_token_count_without,log_prob_full_with,log_prob_full_without,log_prob_full_with_per_token,log_prob_full_without_per_token,full_token_count_with,full_token_count_without,observer_mode
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3023,only,"Could I speak to Mary, please?__eou__This is Mary speaking. Who is that?__eou__This is Bob. Where have you been, Mary? I have been trying to get on to you for the last half hour. Don’t you leave your home at 7","Yes, I do, but today I went shopping and have only just come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.","Yes, I do, but today I went shopping and have just come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.","I arrived this morning. I would have rung you before but I have been terribly busy all day attending a conference. It has only just ended. Are you doing anything tonight, Mary?",0.00194582462814763,False,True,-151.59741473197937,-148.2356894016266,-3.445395789363168,-3.447341613991316,44,43,-108.24752998352052,-112.04108047485352,-2.4601711359891025,-2.546388192610307,44,44,-503.8174834251404,-504.2628695964813,-3.1686634177681783,-3.1915371493448186,159,158,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3065,only,Do you think children watch too much tv?,I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.,I allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.,Perhaps I should impose a limit on how much tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.,-0.09591137701310792,False,True,-166.28221952915192,-158.37888896465302,-3.779141352935271,-3.683229975922163,44,43,-110.05654835700987,-109.81429362297058,-2.684306057488046,-2.678397405438307,41,41,-311.7017260789871,-303.5912721157074,-3.086155703752348,-3.035912721157074,101,100,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3125,only,"May I have a look at that vase, please?",Of course. It's the best one I have here---and it's only 300 yuan.,Of course. It's the best one I have here---and it's 300 yuan.,"Oh, it's really nice, but to tell the truth, that's far too expensive.",0.4233083123427175,False,True,-135.6035280227661,-140.9707155227661,-5.215520308567927,-5.638828620910645,26,25,-111.047616481781,-118.07518362998962,-4.44190465927124,-4.723007345199585,25,25,-284.2294125556946,-296.6339328289032,-4.119266848633255,-4.362263718072106,69,68,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3259,only,"when do most children start school in your country?__eou__In America, most children start primary school at the age of five.__eou__How much time do primary school students usually spend at school every day?","Kindergarten students usually only go to school for about four hours every day, but after that, they spend about eight hours in school every day.","Kindergarten students usually go to school for about four hours every day, but after that, they spend about eight hours in school every day.",do they have to go to school on Saturdays?,-0.16538124405035504,False,True,-146.80629098415375,-136.9888632297516,-4.194465456690107,-4.029084212639752,35,34,-44.84043884277344,-41.24822998046875,-2.80252742767334,-2.578014373779297,16,16,-393.1616694927216,-379.7520328760147,-3.640385828636311,-3.5490844194020066,108,107,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3267,only,"May I help you, sir?__eou__Yes, I want to buy a VCR.__eou__Well, we have many models to choose from here.Do you have a particular brand you want?",No. I only want it to be a very good one. The best.It' s a graduation gift for my son.,No. I want it to be a very good one. The best.It' s a graduation gift for my son.,I see. And does your son have a VCR now?,-0.1701972469206785,False,True,-132.23986053466797,-122.8681411743164,-4.265801952731225,-4.095604705810547,31,30,-60.59443545341492,-62.42315983772278,-3.189180813337628,-3.285429465143304,19,19,-396.7722029685974,-389.2292079925537,-3.778782885415213,-3.7425885383899393,105,104,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3302,only,how is your house hunting going?__eou__not very well. I haven’t found anything within my price range yet.__eou__how much are you looking to spend?,I can only afford about 300 pounds a month.,I can afford about 300 pounds a month.,looks like you’re not going to get more than a bedroom in a shared flat with that.,0.21937880796544684,False,True,-64.74851989746094,-64.44984436035156,-3.808736464556526,-4.028115272521973,17,16,-90.23168325424194,-88.6835069656372,-3.609267330169678,-3.547340278625488,25,25,-337.7508282661438,-335.8675079345703,-3.7115475633642174,-3.7318611992730033,91,90,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3309,only,have you thought of moving at all Sarah?,"We’Ve thought about it, but my husband and I can’t afford it right now. The only thing we could afford would be living in the slums, which is something I don’t want to do.","We’Ve thought about it, but my husband and I can’t afford it right now. The thing we could afford would be living in the slums, which is something I don’t want to do.","buying a house can be expensive, but there are ways to find cheaper houses.",0.35999431162058926,False,True,-168.02635037899017,-181.87696814537048,-3.4291091914079628,-3.789103503028552,49,48,-88.80377197265625,-87.27542114257812,-3.8610335640285327,-3.794583527938179,23,23,-311.0328938961029,-323.3534066677093,-3.534464703364806,-3.716705823766774,88,87,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3332,only,I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.,"Look, I only have money to buy myself a burrito.","Look, I have money to buy myself a burrito.","I'm so hungry, I could eat a whole cow!",0.3809865336669116,False,True,-72.14580345153809,-75.20641350746155,-3.797147550080952,-4.178134083747864,19,18,-32.32570934295654,-38.39247894287109,-1.7958727412753634,-2.132915496826172,18,18,-258.31526732444763,-267.4338541030884,-2.8077746448309524,-2.9388335615724,92,91,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3340,only,I need a snack from the cafeteria.__eou__What are you thinking of getting?,I only want some chips.,I want some chips.,I think I may get something too.,-0.40351989052512405,False,True,-70.5205307006836,-60.2051010131836,-5.876710891723633,-5.473191001198509,12,11,-49.05943298339844,-50.92007446289063,-3.5042452130998885,-3.637148175920759,14,14,-234.35352325439453,-225.89873504638672,-4.421764589705557,-4.344206443199744,53,52,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3350,only,I really need to start eating healthier.__eou__I have to start eating better too.__eou__What kind of food do you usually eat?,"I try my best to eat only fruits, vegetables, and chicken.","I try my best to eat fruits, vegetables, and chicken.",Is that really all that you eat?,-0.08180091757523389,False,True,-80.82299995422363,-75.22763252258301,-4.041149997711182,-3.959349080135948,20,19,-49.71616744995117,-50.98941040039063,-3.551154817853655,-3.6421007428850447,14,14,-281.9460434913635,-277.6407647132873,-3.614692865273891,-3.60572421705568,78,77,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3385,only,"Are you going to eat anything with your sandwich?__eou__I may get some fruit.__eou__Oh really, what kind of fruit do you like?",I tend to only eat grapes and apples.,I tend to eat grapes and apples.,What kind of apples do you prefer?,0.13985634758358856,False,True,-68.73750877380371,-66.11299705505371,-4.582500584920248,-4.722356932503836,15,14,-35.23476755619049,-36.31723129749298,-2.516769111156464,-2.5940879498209277,14,14,-281.1883912086487,-279.6487846374512,-3.749178549448649,-3.779037630235827,75,74,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3392,only,Have you washed any clothes yet?,"No, I've only washed my whites.","No, I've washed my whites.","When you wash your dark clothes, can you put some of mine in?",0.5570152646019348,False,True,-86.44586181640625,-88.48101806640625,-5.763057454427083,-6.320072719029018,15,14,-79.7819766998291,-82.00178718566895,-3.7991417476109097,-3.9048470088413785,21,21,-206.85898780822757,-211.11981391906735,-4.137179756164551,-4.308567631001375,50,49,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3393,only,Did you already wash your clothes today?,I've only washed my white clothes.,I've washed my white clothes.,Could you wash some of my dark clothes with yours?,0.2021581419221654,False,True,-82.19323348999023,-78.95034408569336,-5.8709452492850165,-6.073103391207182,14,13,-61.51716041564941,-57.72854804992676,-3.6186564950382007,-3.395796944113339,17,17,-182.73347282409668,-175.70453453063965,-3.972466800523841,-3.904545211791992,46,45,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3394,only,What does it cost to ride this bus?__eou__The fare is $ 1.25.__eou__Have you been driving buses a long time?,I haven't been driving for long — only for a few months.,I haven't been driving for long — for a few months.,Do you like to drive the bus?,0.5706697664762803,False,True,-62.65040969848633,-70.36061477661133,-3.132520484924316,-3.703190251400596,20,19,-38.80181121826172,-30.829402923583984,-2.771557944161551,-2.2021002088274275,14,14,-280.9782351255417,-280.7160319089889,-3.512227939069271,-3.553367492518848,80,79,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3465,only,"I am very nervous about signing my escrow papers.__eou__Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.__eou__What should I have brought with me?","The only thing I will need to see is your driver’s license, as I will be notarizing these papers.","The thing I will need to see is your driver’s license, as I will be notarizing these papers.",I feel a little overwhelmed by so many papers.,0.20864609753948526,False,True,-103.25047147274016,-105.85952591896056,-3.4416823824246725,-3.6503284799641578,30,29,-54.46726989746094,-54.1878662109375,-3.4042043685913086,-3.3867416381835938,16,16,-410.1965529918671,-412.526203751564,-3.833612644783804,-3.891756639165698,107,106,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3483,only,How many parking tickets have you gotten before?__eou__I've gotten a few parking tickets before.__eou__How many?,Only about five or six.,About five or six.,Have you paid off your parking tickets?,-0.6446637818307588,False,True,-63.24473571777344,-50.883039474487305,-5.270394643147786,-4.625730861317027,12,11,-54.50788593292236,-56.88747596740723,-3.8934204237801686,-4.063391140529087,14,14,-273.4906768798828,-263.50917530059814,-4.143798134543679,-4.053987312316894,66,65,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,3515,only,"This looks like a very nice house.__eou__You know, I fell in love with this house the first moment I laid eyes on it.__eou__The style of the exterior is just what I’Ve been looking for!",The exterior is only half of the story. The interior is incredible.,The exterior is half of the story. The interior is incredible.,This home is gorgeous on the inside!,0.45970844469572425,False,True,-79.1917724609375,-83.96664428710938,-3.959588623046875,-4.419297067742599,20,19,-44.58185577392578,-46.39044189453125,-3.184418269566127,-3.313602992466518,14,14,-353.6822680234909,-360.2584933042526,-3.722971242352536,-3.832537162811198,95,94,False
